supplier_id,supplier_name,supplier_location,spend_year,supplier_category,supplier_subcategory,spend_anonymized
S1417,Supplier_1988,,2023,,,623.15
S1418,Supplier_1989,,2022,IT ,Software ,13806.56
S1418,Supplier_1990,,2023,I.T,,27445.91
S1419,Supplier_1991,,2023,,,859.1
S1419,Supplier_1992,,2022,Medical Device,Consumables,10156.8
S1419,Supplier_1993,,2023,Medical Device,,9454.8
S1420,Supplier_1994,,2023,,,7127.14
S1421,Supplier_1995,,2023,,,38667.6
S1422,Supplier_1996,,2023,,,15.01
S1422,Supplier_1997,,2023,,,615.6
S1422,Supplier_1998,,2023,,,4725.96
S1423,Supplier_1999,,2022,Sub-Contracting,Other,837.33
S1423,Supplier_1999,,2023,Sub-Contracting,,695.92
S1423,Supplier_2000,,2023,,,18076.46
S1424,Supplier_2001,,2022,CAPEX (Machines) ,Maintenance ,28452.1
S1424,Supplier_2002,,2023,Capex (Machines) ,,109821.9
S1425,Supplier_2003,,2023,,,58996.15
S1425,Supplier_2004,,2023,,,1516.1
S1426,Supplier_2005,,2022,Metal Components,Machined Parts,5988.89
S1426,Supplier_2006,,2023,Metal Components,,8298.96
S1427,Supplier_2007,,2023,,,1343.28
S1428,Supplier_2008,,2023,,,28310.59
S1429,Supplier_2009,,2022,,,2212.5
S1429,Supplier_2010,,2023,,,3893.25
S1429,Supplier_2011,,2023,,,16328.8
S1430,Supplier_2012,,2023,,,8228.0
S1430,Supplier_2013,,2023,,,27658.0
S1431,Supplier_2014,,2023,,,1790.95
S1432,Supplier_2015,,2022,Electronics,Other (Wiring),261748.35
S1432,Supplier_2016,,2023,Electronics,,391141.28
S1433,Supplier_2017,,2022,,,1774.71
S1433,Supplier_2018,,2023,,,641.21
S1434,Supplier_2019,,2022,Plastic Components,Injection Moulding,178542.16
S1434,Supplier_2020,,2023,Plastic Components,,176948.87
S1435,Supplier_2021,,2023,,,2821.12
S1435,Supplier_2022,,2023,,,2826.0
S1436,Supplier_2023,,2022,Sub-Contracting,Spray Painting,514147.99
S1436,Supplier_2024,,2023,Sub-Contracting,,660463.94
S1437,Supplier_2025,,2022,Property,Maintenance ,610.0
S1438,Supplier_2026,,2023,,,200.0
S1439,Supplier_2027,,2023,,,73014.45
S1440,Supplier_2028,,2023,,,3444.22
S1440,Supplier_2029,,2023,,,3055.1
S1441,Supplier_2030,,2022,,,16595.0
S1441,Supplier_2031,,2023,,,20156.18
S1442,Supplier_2032,,2023,,,1774.04
S1442,Supplier_2033,,2023,,,1572.96
S1443,Supplier_2034,,2023,,,1500.0
S1443,Supplier_2035,,2023,,,2308.81
S1444,Supplier_2036,,2022,,,2418.0
S1444,Supplier_2037,,2023,,,682.0
S1444,Supplier_2038,,2023,,,545.0
S1444,Supplier_2039,,2023,,,63.84
S1445,Supplier_2040,,2023,,,75059.2
S1445,Supplier_2041,,2023,,,8500.0
S1445,Supplier_2042,,2023,,,750.0
S1445,Supplier_2043,,2023,,,562.28
S1445,Supplier_2044,,2023,,,762.3
S1446,Supplier_2045,,2023,,,3029.97
S1446,Supplier_2046,,2023,,,45.0
S1446,Supplier_2047,,2023,,,87.78
S1446,Supplier_2048,,2023,,,375.3
S1446,Supplier_2049,,2023,,,4760.0
S1446,Supplier_2050,,2023,,,10338.5
S1446,Supplier_2051,,2023,,,3950.0
S1446,Supplier_2052,,2023,,,500.0
S1447,Supplier_2053,,2023,,,591.77
S1447,Supplier_2054,,2023,,,1114.35
S1447,Supplier_2055,,2023,,,8949.49
S1447,Supplier_2056,,2023,,,526.0
S1447,Supplier_2057,,2023,,,1870.0
S1447,Supplier_2058,,2023,,,6732.5
S1448,Supplier_2059,,2023,,,625.0
S1448,Supplier_2060,,2023,,,7936.51
S1448,Supplier_2061,,2023,,,5.6
S1448,Supplier_2062,,2023,,,2641.51
S1448,Supplier_2063,,2023,,,1258.85
S1448,Supplier_2064,,2023,,,279.0
S1448,Supplier_2065,,2023,,,79717.5
S1448,Supplier_2066,,2023,,,23932.75
S1449,Supplier_2067,,2023,,,14400.0
S1449,Supplier_2068,,2023,,,259.0
S1449,Supplier_2069,,2023,,,928.85
S1449,Supplier_2070,,2023,,,7191.72
S1449,Supplier_2071,,2023,,,843.25
S1450,Supplier_2072,,2023,,,3000.0
S1450,Supplier_2073,,2023,,,334.5
S1450,Supplier_2074,,2023,,,1428.0
S1450,Supplier_2075,,2023,,,25132.0
S1450,Supplier_2076,,2023,,,7750.0
S1450,Supplier_2077,,2023,,,3253.85
S1450,Supplier_2078,,2023,,,500.0
S1451,Supplier_2079,,2023,,,3439.18
S1451,Supplier_2080,,2023,,,303.32
S1451,Supplier_2081,,2023,,,528.0
S1451,Supplier_2082,,2023,,,1772.7
S1451,Supplier_2083,,2023,,,2829.15
S1451,Supplier_2084,,2023,Professional Services,,524686.54
S1451,Supplier_2085,,2023,,,97.03
S1451,Supplier_2086,,2023,,,472.0
S1451,Supplier_2087,,2023,,,6151.12
S1451,Supplier_2088,,2023,,,413.22
S1452,Supplier_2089,,2023,,,50220.0
S1452,Supplier_2090,,2023,,,3400.0
S1452,Supplier_2091,,2023,,,660.0
S1452,Supplier_2092,,2023,,,9433.96
S1452,Supplier_2093,,2023,,,675.0
S1452,Supplier_2094,,2023,,,1320.0
S1452,Supplier_2095,,2023,,,32230.0
S1452,Supplier_1343,,2023,,,442.0
S1453,Supplier_2096,,2023,,,1278.66
S1453,Supplier_2097,,2023,,,104.2
S1453,Supplier_2098,,2023,,,4375.0
S1453,Supplier_2099,,2023,,,345.47
S1453,Supplier_2100,,2023,,,1399.58
S1453,Supplier_2101,,2023,,,1995.0
S1453,Supplier_2102,,2023,,,2145.45
S1454,Supplier_2103,,2023,,,33.34
S1454,Supplier_2104,,2022,IT ,Software ,113040.0
S1454,Supplier_2105,,2023,I.T,,335553.69
S1454,Supplier_0745,,2023,,,1890.0
S1454,Supplier_2106,,2023,,,555.42
S1454,Supplier_2107,,2023,,,435.0
S1454,Supplier_2108,,2023,,,2035.1
S1454,Supplier_2109,,2023,,,109.95
S1454,Supplier_2110,,2023,,,24275.25
S1454,Supplier_2111,,2023,,,299.74
S1454,Supplier_2112,,2023,,,1000.0
S1455,Supplier_2113,,2023,Professional Services,,649751.35
S1455,Supplier_2114,,2023,,,16537.01
S1455,Supplier_2115,,2023,,,1107.0
S1455,Supplier_2116,,2023,,,1778.68
S1455,Supplier_2117,,2023,,,2189.05
S1455,Supplier_2118,,2023,,,519.0
S1455,Supplier_2119,,2023,,,1500.0
S1455,Supplier_2120,,2023,,,4645.0
S1455,Supplier_2121,,2023,,,11132.08
S1456,Supplier_2122,,2023,,,895.0
S1456,Supplier_2123,,2023,,,500.0
S1456,Supplier_2124,,2023,,,6340.57
S1456,Supplier_2125,,2023,,,813.32
S1456,Supplier_2126,,2023,,,2272.73
S1456,Supplier_2127,,2023,,,2669.66
S1456,Supplier_2128,,2023,,,8697.0
S1456,Supplier_2129,,2023,,,8000.0
S1457,Supplier_2130,,2023,,,161.54
S1457,Supplier_2131,,2023,,,5997.94
S1457,Supplier_2132,,2023,,,465.0
S1457,Supplier_2133,,2023,,,3398.87
S1457,Supplier_2134,,2023,,,5250.0
S1457,Supplier_2135,,2023,,,1400.0
S1457,Supplier_2136,,2023,,,5800.85
S1457,Supplier_2137,,2023,,,40889.4
S1457,Supplier_2138,,2023,,,4200.0
S1458,Supplier_2139,,2023,,,26193.85
S1458,Supplier_2140,,2023,,,2000.0
S1458,Supplier_2141,,2023,,,520.0
S1458,Supplier_2142,,2023,,,139.51
S1458,Supplier_2143,,2023,,,12567.0
S1458,Supplier_2144,,2023,,,1800.0
S1458,Supplier_2145,,2023,,,18463.64
S1458,Supplier_2146,,2023,,,5591.03
S1458,Supplier_2147,,2023,,,11391.45
S1458,Supplier_2148,,2023,,,1666.8
S1458,Supplier_2149,,2023,,,4000.0
S1459,Supplier_2150,,2023,,,1000.0
S1459,Supplier_2151,,2023,,,543.2
S1459,Supplier_2152,,2023,,,157.24
S1459,Supplier_2153,,2023,,,1815.0
S1459,Supplier_2154,,2023,,,7591.0
S1459,Supplier_2155,,2023,,,290.5
S1460,Supplier_2156,,2023,,,535.26
S1460,Supplier_2157,,2023,,,2870.0
S1460,Supplier_2158,,2023,,,10774.45
S1460,Supplier_2159,,2023,,,8619.4
S1460,Supplier_2160,,2023,,,143025.0
S1460,Supplier_2161,,2023,,,6099.89
S1460,Supplier_2162,,2023,,,2443.18
S1460,Supplier_2163,,2023,,,1362.0
S1460,Supplier_2164,,2023,Property,,668178.0
S1461,Supplier_2165,,2023,,,11290.0
S1461,Supplier_2166,,2023,,,764.71
S1461,Supplier_2167,,2023,,,845.75
S1461,Supplier_2168,,2023,,,1050.0
S1461,Supplier_2169,,2023,,,408.5
S1461,Supplier_2170,,2023,,,8255.0
S1461,Supplier_2171,,2023,,,300.0
S1461,Supplier_2172,,2023,,,79183.59
S1462,Supplier_2173,,2023,,,2395.0
S1462,Supplier_2174,,2023,,,38214.74
S1462,Supplier_2175,,2023,Travel,,141951.97
S1462,Supplier_2176,,2023,,,6551.81
S1462,Supplier_2177,,2023,,,13556.5
S1462,Supplier_2178,,2023,,,1492.02
S1462,Supplier_2179,,2023,,,9500.9
S1462,Supplier_2180,,2023,,,14095.24
S1462,Supplier_2181,,2023,,,6500.0
S1463,Supplier_2182,,2023,,,5920.11
S1463,Supplier_2183,,2023,,,28409.09
S1463,Supplier_2184,,2023,,,5.84
S1463,Supplier_2185,,2023,,,5560.0
S1463,Supplier_2186,,2023,,,3000.0
S1463,Supplier_2187,,2023,,,2026.54
S1463,Supplier_2188,,2023,,,354.15
S1463,Supplier_2189,,2023,,,7032.8
S1463,Supplier_2190,,2023,,,6507.33
S1464,Supplier_2191,,2023,,,636.26
S1464,Supplier_2192,,2023,,,115200.0
S1464,Supplier_2193,,2023,,,22935.41
S1464,Supplier_2194,,2023,,,1026.6
S1464,Supplier_2195,,2023,,,5250.0
S1464,Supplier_2196,,2023,,,20772.5
S1464,Supplier_2197,,2023,,,327.0
S1464,Supplier_2198,,2023,,,76156.0
S1464,Supplier_2199,,2023,,,9773.33
S1465,Supplier_2200,,2023,,,3579.75
S1465,Supplier_2201,,2023,,,8602.2
S1465,Supplier_2202,,2023,,,129.13
S1465,Supplier_2203,,2023,,,168.87
S1465,Supplier_2204,,2023,,,5977.46
S1465,Supplier_2205,,2023,,,121.38
S1465,Supplier_2206,,2023,,,58.0
S1465,Supplier_2207,,2023,,,19.92
S1465,Supplier_2208,,2023,,,125.0
S1465,Supplier_2209,,2023,,,2180.0
S1466,Supplier_2210,,2023,,,727.58
S1466,Supplier_2211,,2023,,,13119.89
S1466,Supplier_2212,,2023,,,310.0
S1466,Supplier_2213,,2023,,,995.52
S1466,Supplier_2214,,2023,,,90.17
S1466,Supplier_2215,,2023,,,38816.25
S1466,Supplier_2216,,2023,,,15.0
S1466,Supplier_2217,,2023,,,789.4
S1466,Supplier_2218,,2023,,,41957.57
S1467,Supplier_2219,,2023,,,4055.2
S1467,Supplier_2220,,2023,,,650.0
S1467,Supplier_2221,,2023,,,34.03
S1467,Supplier_2222,,2023,,,1200.0
S1467,Supplier_2223,,2023,,,10329.0
S1467,Supplier_2224,,2023,,,130.25
S1467,Supplier_0687,,2023,,,202.3
S1467,Supplier_2225,,2023,Metal Components,,541.13
S1467,Supplier_2226,,2023,,,1270.0
S1468,Supplier_2227,,2023,,,32751.49
S1468,Supplier_2228,,2023,,,1174.5
S1468,Supplier_2229,,2023,,,753.2
S1468,Supplier_2230,,2023,,,25990.97
S1468,Supplier_2231,,2023,,,1037.44
S1468,Supplier_2232,,2022,,,1069.2
S1468,Supplier_2233,,2023,,,246.44
S1468,Supplier_2234,,2023,,,1082.5
S1468,Supplier_2235,,2023,,,328.0
S1468,Supplier_2236,,2023,,,37.8
S1468,Supplier_2237,,2023,,,784.5
S1468,Supplier_2238,,2023,,,-106.33
S1469,Supplier_2239,,2023,,,29373.0
S1469,Supplier_2240,,2023,,,340260.34
S1469,Supplier_0769,,2023,,,11650.0
S1469,Supplier_2241,,2023,,,22845.0
S1469,Supplier_2242,,2023,,,3822.0
S1469,Supplier_2243,,2023,,,1959.2
S1470,Supplier_2244,,2023,,,3727.83
S1470,Supplier_2245,,2023,,,13000.0
S1470,Supplier_2246,,2022,,,1178.28
S1470,Supplier_2247,,2023,,,3773.58
S1470,Supplier_2248,,2023,,,500.0
S1470,Supplier_2249,,2023,,,172.81
S1470,Supplier_2250,,2023,,,1300.0
S1470,Supplier_2251,,2023,,,135.0
S1470,Supplier_2252,,2023,,,92662.97
S1470,Supplier_2253,,2023,,,17133.54
S1470,Supplier_2254,,2023,,,2541.7
S1471,Supplier_2255,,2023,,,262.69
S1471,Supplier_2256,,2023,,,2242.0
S1471,Supplier_1615,,2023,Professional Services,,449050.5
S1471,Supplier_2257,,2023,,,653.91
S1471,Supplier_2258,,2023,Electronics,,66164.51
S1472,Supplier_2259,,2023,,,2715.0
S1472,Supplier_2260,,2023,,,7485.48
S1472,Supplier_2261,,2023,,,50225.0
S1472,Supplier_2262,,2023,,,33694.11
S1472,Supplier_1394,,2023,HR,,251546.87
S1472,Supplier_2263,,2023,,,675.0
S1472,Supplier_2264,,2023,,,681.78
S1472,Supplier_1557,,2023,,,3128.36
S1473,Supplier_2265,,2022,,,787.78
S1473,Supplier_2266,,2022,,,886.78
S1474,Supplier_2267,,2023,,,4566.82
S1474,Supplier_2268,,2023,,,4654.0
S1474,Supplier_2269,,2023,,,9453.36
S1474,Supplier_2270,,2023,,,15974.51
S1474,Supplier_2271,,2023,,,12420.0
S1475,Supplier_2272,,2023,,,39261.9
S1475,Supplier_2273,,2023,,,12976.66
S1475,Supplier_2274,,2023,,,9760.0
S1475,Supplier_2275,,2023,Professional Services,,74100.0
S1476,Supplier_2276,,2023,,,2556.82
S1476,Supplier_0569,,2023,,,224.81
S1476,Supplier_2260,,2023,,,8258.34
S1476,Supplier_0341,,2023,,,2437.78
S1477,Supplier_2277,,2023,,,1704.55
S1477,Supplier_2278,,2023,,,272.73
S1477,Supplier_0035,,2023,,,13642.05
S1478,Supplier_1986,,2023,,,931.82
S1478,Supplier_2279,,2023,,,1303.64
S1478,Supplier_0343,,2023,,,193.18
S1478,Supplier_0342,,2023,,,2003.05
S1478,Supplier_0339,,2023,,,70206.33
S1479,Supplier_2280,,2023,,,5340.91
S1479,Supplier_1311,,2023,,,12266.0
S1479,Supplier_0340,,2023,,,19845.17
S1479,Supplier_2281,,2023,,,2761.36
S1479,Supplier_0601,,2023,,,3350.45
S1480,Supplier_2282,,2023,,,14255.06
S1480,Supplier_2283,,2023,,,3995.71
S1480,Supplier_2284,,2023,,,11741.25
S1481,Supplier_2285,,2022,,,583.1
S1481,Supplier_2286,,2023,,,292.1
S1481,Supplier_2287,,2023,,,801.0
S1481,Supplier_2288,,2023,,,1013.89
S1481,Supplier_2289,,2023,,,2115.5
S1481,Supplier_2290,,2023,,,36.29
S1482,Supplier_2291,,2023,,,1518.37
S1482,Supplier_2292,,2023,,,14895.28
S1482,Supplier_2293,,2023,HR,,685914.78
S1483,Supplier_2294,,2023,,,808.65
S1483,Supplier_2295,,2023,,,23468.38
S1483,Supplier_2296,,2023,,,5600.09
S1484,Supplier_2297,,2023,,,1918.2
S1484,Supplier_2298,,2023,,,3153.84
S1484,Supplier_2299,,2023,,,1750.02
S1485,Supplier_2300,,2023,,,616.4
S1485,Supplier_2301,,2023,,,428.8
S1485,Supplier_2302,,2023,,,5426.44
S1485,Supplier_2303,,2023,,,280.54
S1485,Supplier_2304,,2023,,,7061.06
S1485,Supplier_2305,,2023,,,99.7
S1486,Supplier_2273,,2023,,,11230.94
S1486,Supplier_2306,,2023,,,1680.67
S1486,Supplier_2307,,2023,,,5676.0
S1486,Supplier_2308,,2023,,,116.71
S1486,Supplier_2309,,2023,,,318.43
S1486,Supplier_2310,,2023,,,27.26
S1487,Supplier_2311,,2023,,,383.85
S1487,Supplier_2312,,2023,,,5315.99
S1487,Supplier_1276,,2023,,,3316.3
S1488,Supplier_1347,,2023,,,1675.4
S1488,Supplier_2313,,2023,,,19198.45
S1488,Supplier_2314,,2023,,,1008.0
S1488,Supplier_1346,,2023,,,140.0
S1488,Supplier_1351,,2023,,,2500.0
S1488,Supplier_1352,,2023,,,1345.0
S1489,Supplier_1463,,2023,,,5784.5
S1489,Supplier_2315,,2023,,,480.74
S1489,Supplier_1466,,2023,,,21532.94
S1489,Supplier_1431,,2023,,,58497.6
S1489,Supplier_1354,,2023,,,1362.6
S1489,Supplier_1358,,2023,,,1904.0
S1490,Supplier_1684,,2023,,,2900.0
S1490,Supplier_1681,,2023,,,132.96
S1490,Supplier_1558,,2023,,,1123.79
S1491,Supplier_2316,,2022,Electronics,Components,126275.61
S1491,Supplier_2317,,2023,Electronics,,348142.42
S1491,Supplier_1867,,2023,,,18488.81
S1491,Supplier_1868,,2023,,,8667.3
S1491,Supplier_2318,,2023,,,42400.0
S1491,Supplier_1869,,2023,,,41771.92
S1492,Supplier_2319,,2023,,,5239.6
S1492,Supplier_1915,,2023,,,27896.76
S1492,Supplier_1876,,2023,,,4907.57
S1493,Supplier_1987,,2023,,,4500.0
S1493,Supplier_1944,,2023,,,450.0
S1493,Supplier_2320,,2023,,,1057.0
S1493,Supplier_2007,,2023,,,13439.98
S1493,Supplier_2003,,2023,,,2750.69
S1493,Supplier_1994,,2023,,,21046.44
S1493,Supplier_1938,,2023,,,20438.73
S1493,Supplier_1937,,2023,,,37936.14
S1494,Supplier_2321,,2023,,,15000.0
S1494,Supplier_2011,,2023,,,34009.32
S1494,Supplier_2013,,2023,,,55899.8
S1494,Supplier_2322,,2023,,,29043.07
S1494,Supplier_2323,,2023,,,3000.0
S1494,Supplier_2324,,2023,,,7829.27
S1494,Supplier_2325,,2023,,,92419.24
S1494,Supplier_1353,,2023,,,1279.82
S1495,Supplier_2008,,2023,,,37683.0
S1495,Supplier_1998,,2023,,,5976.87
S1495,Supplier_1564,,2023,,,114.7
S1495,Supplier_1528,,2023,,,4366.18
S1496,Supplier_2012,,2023,,,7200.0
S1496,Supplier_1393,,2023,,,97.98
S1497,Supplier_1831,,2023,,,6085.62
S1498,Supplier_2326,,2023,,,2237.2
S1498,Supplier_1830,,2023,,,6005.0
S1498,Supplier_1727,,2023,,,9151.03
S1498,Supplier_2327,,2023,,,1250.0
S1498,Supplier_2328,,2023,,,813.89
S1498,Supplier_1397,,2023,,,10132.09
S1498,Supplier_2004,,2023,,,190.5
S1499,Supplier_1957,,2023,,,-899.13
S1499,Supplier_2329,,2023,,,1500.0
S1499,Supplier_2330,,2023,,,6000.0
S1500,Supplier_1995,,2023,,,25310.0
S1500,Supplier_1945,,2023,,,2000.0
S1500,Supplier_2331,,2023,,,5304.0
S1500,Supplier_1449,,2023,,,4722.83
S1501,Supplier_1959,,2023,,,99394.44
S1501,Supplier_1941,,2023,,,161.28
S1501,Supplier_2332,,2022,Travel,"Hotel, Meeting & Congres",19497.67
S1501,Supplier_2333,,2023,Travel,,3472.63
S1501,Supplier_2334,,2023,,,1580.0
S1501,Supplier_1555,,2023,,,-3379.57
S1501,Supplier_2335,,2023,,,45833.63
S1501,Supplier_1319,,2023,,,25260.64
S1502,Supplier_2336,,2023,,,1092.0
S1502,Supplier_1797,,2023,,,10948.56
S1502,Supplier_1798,,2023,,,14997.43
S1502,Supplier_2337,,2023,,,2105.0
S1502,Supplier_2324,,2023,,,4529.03
S1502,Supplier_2338,,2023,,,30000.0
S1503,Supplier_1976,,2023,,,38882.8
S1503,Supplier_2000,,2023,,,29989.71
S1503,Supplier_1796,,2023,,,52694.0
S1503,Supplier_2339,,2023,,,17017.0
S1503,Supplier_2340,,2023,,,2550.98
S1503,Supplier_1913,,2023,,,2083.58
S1504,Supplier_1973,,2023,,,18.36
S1504,Supplier_2322,,2023,,,24874.97
S1504,Supplier_0571,,2023,,,2175.5
S1504,Supplier_2341,,2023,,,2400.0
S1504,Supplier_0369,,2023,,,399.8
S1504,Supplier_0360,,2023,,,12000.0
S1505,Supplier_1969,,2023,,,4623.2
S1505,Supplier_2342,,2023,,,1000.0
S1505,Supplier_2343,,2023,,,1250.0
S1505,Supplier_2344,,2023,,,5842.38
S1506,Supplier_1321,,2023,,,3711.99
S1506,Supplier_2345,,2023,,,73532.53
S1506,Supplier_2346,,2023,,,321.55
S1507,Supplier_0582,,2023,,,537.25
S1507,Supplier_2347,,2023,,,2400.0
S1507,Supplier_0374,,2023,,,220.0
S1507,Supplier_2348,,2023,,,1500.0
S1508,Supplier_2349,,2023,,,13340.25
S1508,Supplier_0930,,2023,,,122.0
S1508,Supplier_2350,,2023,,,226.33
S1508,Supplier_2351,,2023,,,500.0
S1508,Supplier_2352,,2023,,,10.0
S1509,Supplier_2353,,2023,,,38760.0
S1509,Supplier_2354,,2022,,,6254.16
S1509,Supplier_0345,,2023,,,262.42
S1510,Supplier_1974,,2023,,,7725.87
S1510,Supplier_2355,,2023,,,460.0
S1510,Supplier_2356,,2023,,,11684.19
S1510,Supplier_2357,,2023,,,2209.35
S1511,Supplier_2358,,2023,,,468.0
S1511,Supplier_0863,,2023,,,5186.24
S1511,Supplier_0576,,2023,,,1979.5
S1511,Supplier_2359,,2023,,,327.44
S1512,Supplier_1967,,2023,Fleet,,102073.36
S1512,Supplier_2360,,2023,,,111.76
S1512,Supplier_0349,,2023,,,6087.38
S1513,Supplier_1977,,2023,,,396.0
S1513,Supplier_2361,,2023,,,29.41
S1513,Supplier_0368,,2023,,,2803.0
S1513,Supplier_0350,,2023,,,65.34
S1514,Supplier_0928,,2023,,,1723.0
S1514,Supplier_2362,,2023,,,2040.0
S1514,Supplier_0362,,2023,,,6486.7
S1515,Supplier_0931,,2023,,,26635.22
S1515,Supplier_0926,,2023,,,1442.0
S1515,Supplier_2363,,2023,,,1400.0
S1516,Supplier_0356,,2023,,,1458.35
S1516,Supplier_0358,,2023,,,-176.67
S1516,Supplier_0359,,2023,,,650.0
S1516,Supplier_0363,,2023,,,231.46
S1516,Supplier_2364,,2023,,,500.0
S1517,Supplier_2326,,2023,,,1992.8
S1517,Supplier_2365,,2023,,,1417.85
S1517,Supplier_0372,,2023,,,23293.0
S1517,Supplier_2366,,2023,,,34521.18
S1518,Supplier_0380,,2023,,,460.0
S1518,Supplier_2367,,2023,,,3000.0
S1518,Supplier_0376,,2023,,,9725.56
S1518,Supplier_2368,,2023,,,2079.0
S1518,Supplier_2369,,2023,,,172.0
S1519,Supplier_0712,GERMANY,2024,Pharma,,8853876.82
S1520,Supplier_0453,UNITED STATES OF AMERICA,2024,Fibers,,8435467.1
S1521,Supplier_2370,NETHERLANDS,2024,,,4566221.36
S1522,Supplier_0439,UNITED STATES OF AMERICA,2024,Fibers,,4238426.73
S1523,Supplier_0462,SWITZERLAND,2024,Metal Components,,3652336.86
S1524,Supplier_1877,NETHERLANDS,2024,Electronics,,2995214.7
S1525,Supplier_1440,NETHERLANDS,2024,Plastic Components,,2866430.49
S1526,Supplier_0474,JAPAN,2024,Metal Components,,2717665.52
S1527,Supplier_0746,ITALY,2024,Medical Device,,2713382.33
S1528,Supplier_1337,NETHERLANDS,2024,Sub-Contracting,,2563726.77
S1529,Supplier_0907,GERMANY,2024,Electronics,,2482415.74
S1530,Supplier_1663,NETHERLANDS,2024,Metal Components,,2058036.97
S1531,Supplier_1257,NETHERLANDS,2024,Logistics & Transport,,2018224.75
S1532,Supplier_0464,SWITZERLAND,2024,Medical Device,,1960844.65
S1533,Supplier_2371,JAPAN,2024,Non-influencial spend,,1856862.45
S1534,Supplier_1520,NETHERLANDS,2024,Plastic Components,,1723770.29
S1535,Supplier_0593,GERMANY,2024,Medical Device,,1707268.65
S1536,Supplier_1717,NETHERLANDS,2024,Metal Components,,1622204.03
S1537,Supplier_2372,NETHERLANDS,2024,,,1590615.02
S1538,Supplier_1483,NETHERLANDS,2024,Electronics,,1466844.1
S1539,Supplier_2373,NETHERLANDS,2024,,,1373861.0
S1540,Supplier_2374,NETHERLANDS,2024,,,1363928.56
S1541,Supplier_0657,GERMANY,2024,Medical Device,,1361792.32
S1542,Supplier_1271,NETHERLANDS,2024,Electronics,,1244337.89
S1543,Supplier_1015,NETHERLANDS,2024,I.T,,1031763.89
S1544,Supplier_2375,NETHERLANDS,2024,Electronics,,1012351.5
S1545,Supplier_1700,NETHERLANDS,2024,Sub-Contracting,,934235.0
S1546,Supplier_1592,NETHERLANDS,2024,Sub-Contracting,,893615.37
S1547,Supplier_1363,NETHERLANDS,2024,Logistics & Transport,,873252.47
S1548,Supplier_2023,NETHERLANDS,2024,Sub-Contracting,,852229.98
S1549,Supplier_2376,CHINA,2024,Non-influencial spend,,837330.67
S1550,Supplier_2377,NETHERLANDS,2024,Pharma,,820142.6
S1551,Supplier_0634,NETHERLANDS,2024,I.T,,805290.98
S1552,Supplier_2378,NETHERLANDS,2024,HR,,761493.48
S1553,Supplier_0886,GREAT BRITAIN,2024,Electronics,,750326.93
S1554,Supplier_0850,GERMANY,2024,Electronics,,736897.3
S1555,Supplier_1653,NETHERLANDS,2024,HR,,725049.67
S1556,Supplier_1197,NETHERLANDS,2024,Metal Components,,720279.5
S1557,Supplier_2015,NETHERLANDS,2024,Electronics,,718025.38
S1558,Supplier_2379,NETHERLANDS,2024,HR,,716187.99
S1558,Supplier_2379,NETHERLANDS,2024,Not Categorised,,716187.99
S1559,Supplier_2380,NETHERLANDS,2024,,,689796.61
S1560,Supplier_2381,NETHERLANDS,2024,Professional Services,,669548.71
S1561,Supplier_2382,NETHERLANDS,2024,,,644559.61
S1562,Supplier_1904,GERMANY,2024,Travel,,642522.65
S1563,Supplier_2316,NETHERLANDS,2024,Electronics,,636110.0
S1563,Supplier_2316,NETHERLANDS,2024,Not Categorised,,636110.0
S1564,Supplier_0664,UNITED STATES OF AMERICA,2024,Plastic Components,,628602.94
S1565,Supplier_1786,NETHERLANDS,2024,Electronics,,627192.99
S1566,Supplier_0950,NETHERLANDS,2024,Metal Components,,593680.67
S1567,Supplier_0557,UNITED STATES OF AMERICA,2024,Plastic Components,,578936.54
S1568,Supplier_2383,NETHERLANDS,2024,Electronics,,554312.93
S1569,Supplier_1210,NETHERLANDS,2024,Professional Services,,520229.1
S1570,Supplier_2384,GERMANY,2024,Metal Components,,505465.75
S1571,Supplier_1050,NETHERLANDS,2024,Sub-Contracting,,503902.72
S1572,Supplier_2385,JAPAN,2024,,,501926.12
S1573,Supplier_2386,FRANCE,2024,,,500000.0
S1574,Supplier_1791,NETHERLANDS,2024,Capex (Machines) ,,487992.75
S1574,Supplier_1791,NETHERLANDS,2024,Metal Components,,487992.75
S1575,Supplier_0400,UNITED STATES OF AMERICA,2024,Metal Components,,477573.9
S1576,Supplier_0726,GERMANY,2024,Medical Device,,476969.86
S1577,Supplier_0654,BELGIUM,2024,Sub-Contracting,,439290.82
S1578,Supplier_2387,ITALY,2024,Plastic Components,,435213.64
S1579,Supplier_1294,NETHERLANDS,2024,Packaging,,425698.6
S1580,Supplier_2388,RUSSIAN FEDERATION (,2024,,,425542.18
S1581,Supplier_2389,NETHERLANDS,2024,,,414685.5
S1582,Supplier_0847,GREAT BRITAIN,2024,Metal components,,413595.68
S1583,Supplier_1747,NETHERLANDS,2024,Electronics,,410071.78
S1584,Supplier_2390,NETHERLANDS,2024,,,400656.33
S1585,Supplier_0408,CHINA,2024,Metal Components,,395983.91
S1586,Supplier_1048,NETHERLANDS,2024,Energy,,383759.1
S1587,Supplier_1960,NETHERLANDS,2024,Fleet,,383409.28
S1588,Supplier_1793,NETHERLANDS,2024,Electronics,,379802.97
S1589,Supplier_1425,NETHERLANDS,2024,Professional Services,,373772.57
S1590,Supplier_2391,NETHERLANDS,2024,I.T,,368710.23
